date,registration_count,registration_duration_seconds,renewal_count,renewal_duration_seconds
2022-09-23,13130,463476196860,1542,42444326114
2022-09-24,31268,522219033600,2002,48596932635
2022-09-25,15843,433319427096,1426,37072352849
2022-09-26,9067,310797169346,1426,29934855672
2022-09-27,7290,299741533590,1945,40173966419
2022-09-28,9301,359800282047,2916,74947873588
2022-09-29,15475,512600811369,2050,50868775536
2022-09-30,11752,397280403116,1460,39959458729
2022-10-01,16670,509406438820,2916,54189840359
2022-10-02,15389,407086634360,3587,79250528545
2022-10-03,4688,212904142219,1309,34310329340
2022-10-04,6194,254421636719,2018,43860793838
2022-10-05,8911,332262040973,1864,42317530162
2022-10-06,10253,360890981561,2266,38199658157
2022-10-07,9750,324199184751,1375,35939156117
2022-10-08,7676,275822836370,1620,28387231239
2022-10-09,3137,166192224942,569,17318560767
2022-10-10,2393,125906167517,1122,25164824122
2022-10-11,4259,199230629278,931,30236834398
2022-10-12,5195,230889571812,1056,28078913210
2022-10-13,5275,208999421502,1295,36676417880
2022-10-14,4722,214108921633,1940,33839317256
2022-10-15,4446,196573377405,975,22809074391
2022-10-16,7348,264039522964,1024,22779662306
2022-10-17,6006,218754956109,1376,29042198315
2022-10-18,4800,208416926195,541,16207887668
2022-10-19,3021,149165594758,640,20051984128
2022-10-20,2748,145388648257,610,21794126082
2022-10-21,2948,153444438983,472,16894128443
2022-10-22,3721,176421786003,1316,37994197887
2022-10-23,5066,202821113759,1344,25905679714
2022-10-24,3602,178264433845,2127,25504261257
2022-10-25,3823,192423198266,615,22672926634
2022-10-26,3590,174494941451,1302,28098066559
2022-10-27,3968,176382976350,2074,51791296282
2022-10-28,3435,171807558212,1247,26609422319
2022-10-29,4204,179189080611,943,20316750019
2022-10-30,4051,316723889823,1407,249390703006
2022-10-31,2915,148460510418,761,17230437054
2022-11-01,3213,188011953539,743,18753862193
2022-11-02,2619,145554811104,745,26978485200
2022-11-03,2348,153624200427,753,21916965328
2022-11-04,2370,133021531736,963,32057501696
2022-11-05,2652,141503848500,704,24448094471
2022-11-06,2897,156699671587,1200,29574618325
2022-11-07,2107,123893624157,746,21226077856
2022-11-08,2053,124676752661,562,14309456518
2022-11-09,1372,78201008559,262,12230549619
2022-11-10,1524,95823964629,443,17033181502
2022-11-11,3019,168325538908,1312,19153722848
2022-11-12,2421,129305264474,1165,18190386540
2022-11-13,2065,123110166804,633,19380042305
2022-11-14,1726,102824515509,354,14407339962
2022-11-15,2192,136226758686,662,20261028096
2022-11-16,2285,144101742604,413,15125129162
2022-11-17,2490,125893594608,591,19131145996
2022-11-18,2391,130170654491,1357,43492738879
2022-11-19,2482,131806883824,1325,40637797953
2022-11-20,4006,168775189500,561,18099278188
2022-11-21,2102,104596190694,911,21200277650
2022-11-22,2407,118713414285,946,21926541797
2022-11-23,2087,108589150003,875,25780580182
2022-11-24,2222,107702409856,685,17021918567
2022-11-25,2242,105504811914,611,15381321605
2022-11-26,2232,108540602671,1095,20058948381
2022-11-27,2246,111200014701,1122,21118391218
2022-11-28,2041,102906402691,542,17210924656
2022-11-29,2327,134214224475,585,18358356987
2022-11-30,1989,104469322772,805,18717100727
2022-12-01,2193,109864641274,871,15315366619
2022-12-02,2150,109314899190,526,14356258149
2022-12-03,2181,125405932230,677,20273746596
2022-12-04,2337,132963194504,592,20120599391
2022-12-05,1815,107550741173,519,18200327815
2022-12-06,1899,108601391503,346,12062052484
2022-12-07,1801,103025223124,388,15559561297
2022-12-08,1859,109377566501,481,17012612766
2022-12-09,1538,87907935776,604,19042659062
2022-12-10,1780,98950220421,883,14146891989
2022-12-11,1565,80436846691,604,17644003032
2022-12-12,2086,92217475569,710,22735698153
2022-12-13,1772,97431553700,546,16094064131
2022-12-14,1773,85406594753,1023,21796678602
2022-12-15,1572,82928583895,735,19293460642
2022-12-16,1711,92703477104,610,19281752482
2022-12-17,1998,104856559004,943,30089507863
2022-12-18,1605,87443404940,444,15173302932
2022-12-19,1643,86407588129,618,14661051075
2022-12-20,1573,94664544676,544,17487800563
2022-12-21,1474,90913995240,692,16753899295
2022-12-22,1593,94024508312,1265,24266838051
2022-12-23,1530,90451945013,692,19395858053
2022-12-24,1648,89354558979,676,17606244112
2022-12-25,1268,70808766902,940,38600490928
2022-12-26,1290,72204656785,607,20642882788
2022-12-27,1372,77879509079,526,18226483491
2022-12-28,1516,93806403832,754,20046846678
2022-12-29,1428,83558676333,532,18366732762
2022-12-30,1496,86378990213,935,23069654062
2022-12-31,1369,86122209988,703,14120475148
2023-01-01,1447,81523694253,802,18779461200
2023-01-02,1660,97228618580,904,29383484374
2023-01-03,1670,96946800658,818,22868455575
2023-01-04,1611,107103537564,1824,45201558404
2023-01-05,1400,86606539388,798,21349944586
2023-01-06,1597,107015924223,916,31036781815
2023-01-07,1582,91364354528,1163,31066359483
2023-01-08,1493,87532506908,1327,38851754736
2023-01-09,1452,84582014693,999,41551867200
2023-01-10,1710,97521183949,1143,28692397534
2023-01-11,2117,110908461557,1392,33189983987
2023-01-12,1800,103364003928,921,33571180931
2023-01-13,1512,92589673823,939,31739981539
2023-01-14,1621,92805859223,1162,33770456208
2023-01-15,2037,105152288498,1503,50783729330
2023-01-16,1779,102570664754,816,31970772411
2023-01-17,2262,123100428154,1044,35834135159
2023-01-18,2505,120676126187,929,24983721359
2023-01-19,2098,112208207269,863,25694477033
2023-01-20,1853,103902647134,871,31848604412
2023-01-21,1946,129421600676,1142,36886075574
2023-01-22,2073,111369246622,866,35231176802
2023-01-23,1809,106266476963,1553,38481123152
2023-01-24,1831,119140220555,1455,43212407598
2023-01-25,1980,118663303268,746,28731461907
2023-01-26,2109,124880043313,979,40695449467
2023-01-27,1980,122007941267,1592,106690913870
2023-01-28,2208,120881516952,1531,44668313872
2023-01-29,1997,108228239299,850,24460222184
2023-01-30,1861,106260783932,747,30282006722
2023-01-31,1820,103245081393,887,31554128410
2023-02-01,1539,91837227231,761,34328120151
2023-02-02,1397,91436747117,808,18810298816
2023-02-03,1272,81751987149,732,29413636409
2023-02-04,1194,77880238978,1965,41996855064
2023-02-05,1486,97368230630,1070,35367721553
2023-02-06,1578,95234921546,1844,44863134362
2023-02-07,1235,84778906935,718,24567716504
2023-02-08,1403,91204059956,860,34808477805
2023-02-09,1372,76158384632,703,30399426590
2023-02-10,1604,93223324935,1211,45802902140
2023-02-11,1702,89522004779,1465,38357520697
2023-02-12,1686,100648259841,2022,49787871861
2023-02-13,1374,77854895182,976,29971064528
2023-02-14,1299,83541936585,1053,50485154655
2023-02-15,1177,81476728880,1021,22390948757
2023-02-16,1213,81242065475,502,22708047081
2023-02-17,1269,90254700597,933,36793916258
2023-02-18,1682,104285913308,804,28416917650
2023-02-19,1656,101718870969,641,29875921133
2023-02-20,1861,101701199987,933,31104569948
2023-02-21,1505,89291086083,2668,92856496921
2023-02-22,1159,77830161042,610,17009401176
2023-02-23,1313,86247037548,631,27192839417
2023-02-24,1266,85284330064,710,29555254991
2023-02-25,1614,94984536829,1419,55450985972
2023-02-26,1563,101665757064,1307,53130073646
2023-02-27,1524,90271090332,1452,56986115191
2023-02-28,1537,98448213249,941,51606405928
2023-03-01,1244,93225434549,571,27260969633
2023-03-02,1327,90498923734,823,33224779517
2023-03-03,1086,75904409054,1020,53286487969
2023-03-04,1239,80259144364,1633,45858659971
2023-03-05,973,64713407926,622,25447479748
2023-03-06,1046,74705231628,508,20506450595
2023-03-07,1088,78774517722,609,22198092760
2023-03-08,1094,83697622368,723,29055881260
2023-03-09,892,68392341206,692,27331757378
2023-03-10,1498,76543219641,847,27373154221
2023-03-11,453,31762913897,271,10260602502
2023-03-12,1056,75870468763,1334,42986215177
2023-03-13,1037,68886239097,1385,31463228715
2023-03-14,892,54836599044,623,26094864968
2023-03-15,1186,76351570544,655,21740743278
2023-03-16,1078,66444069577,645,27355289929
2023-03-17,1103,69884699012,1096,44150557171
2023-03-18,1546,87799956515,2521,101383950807
2023-03-19,1620,89151860580,1996,71043062295
2023-03-20,2203,119090108582,898,33138123539
2023-03-21,1969,103128323331,1046,40291094738
2023-03-22,2048,109651656385,793,30183131394
2023-03-23,1488,89710504028,1549,41467122951
2023-03-24,1743,105608226033,1183,43997436928
2023-03-25,2158,113623709531,1776,59796290723
2023-03-26,1830,108509185057,1253,58103547906
2023-03-27,1576,99593461772,985,41520498105
2023-03-28,1409,92630963002,519,19218052668
2023-03-29,1180,79576353879,605,26647534766
2023-03-30,1141,74958129091,722,30060730753
2023-03-31,1656,97298111098,955,30206407584
2023-04-01,1925,108278079819,1039,38650733127
2023-04-02,1672,97250924672,1723,79742746135
2023-04-03,1294,74224526458,906,42148491664
2023-04-04,1253,69157756009,988,41543210563
2023-04-05,753,49470221345,650,27626926069
2023-04-06,1209,80443299161,940,42319696090
2023-04-07,1277,77841269650,1711,72848052280
2023-04-08,1392,83076375430,1345,50072531017
2023-04-09,1239,77238385392,1941,63885282519
2023-04-10,1045,72725111452,1079,43014737393
2023-04-11,1034,62679455115,1420,45797726241
2023-04-12,1073,72034509946,1365,49218665498
2023-04-13,757,60165878472,727,26802672144
2023-04-14,948,64524025243,1012,36429719870
2023-04-15,1016,61303241628,1026,36833863601
2023-04-16,986,56416285688,1053,39079482952
2023-04-17,681,50320025785,840,42716640021
2023-04-18,547,48435114760,754,35902831736
2023-04-19,368,36078103720,800,19904103325
2023-04-20,475,43183773511,646,21542812692
2023-04-21,792,63659423193,3370,115590433255
2023-04-22,677,46430969339,1395,49977739201
2023-04-23,544,45159921904,738,27734644126
2023-04-24,587,50206626096,1853,57169367777
2023-04-25,751,68577937790,2204,79100499273
2023-04-26,522,45944479084,1418,47069027045
2023-04-27,674,59860172644,2142,74270491591
2023-04-28,645,58134554250,1168,42394634894
2023-04-29,515,44898998644,1493,57326008106
2023-04-30,498,38731567763,1434,53658832789
2023-05-01,342,32268662625,1323,42473419370
2023-05-02,273,27063878371,999,60755066937
2023-05-03,386,36668473765,1034,62211490079
2023-05-04,309,33198588817,1144,72578996041
2023-05-05,227,27418684950,284,21442173983
2023-05-06,193,28040824296,206,15688200393
2023-05-07,269,31929308384,226,14058545975
2023-05-08,306,32925118492,410,23147907461
2023-05-09,409,41554850526,429,18332912046
2023-05-10,374,35639376438,343,18949423621
2023-05-11,308,34158717943,313,17729470012
2023-05-12,544,52594475811,586,29235971708
2023-05-13,813,69819135587,1781,76475181102
2023-05-14,716,66942549238,1440,69719189151
2023-05-15,603,51503797946,573,26275447351
2023-05-16,551,51044191238,525,21564759943
2023-05-17,480,43808566327,837,35866137357
2023-05-18,477,49036361770,831,32750518942
2023-05-19,570,49876899174,1015,39174000919
2023-05-20,760,71388698018,1356,51197123054
2023-05-21,861,68011836840,940,38601993475
2023-05-22,541,56445320286,455,22991785057
2023-05-23,434,45454917528,971,45761644226
2023-05-24,575,48451237441,972,42598170160
2023-05-25,711,66722898257,1187,46921757605
2023-05-26,672,57077267749,1190,52549439321
2023-05-27,1120,72738708540,2345,100371754329
2023-05-28,631,50370688299,1465,59645153121
2023-05-29,520,44714097419,466,24586256685
2023-05-30,567,58156643358,1080,41283275554
2023-05-31,809,59077350132,792,28793764806
2023-06-01,680,53306137886,743,29120507328
2023-06-02,862,72021458822,1061,37701460167
2023-06-03,895,69860336603,1765,78159479207
2023-06-04,1045,83154338099,2884,118201744731
2023-06-05,800,54127058212,1075,41234326168
2023-06-06,804,60671916402,1333,64816554807
2023-06-07,964,66261657365,1627,77558463491
2023-06-08,687,52463535564,1615,58963451460
2023-06-09,912,67873293738,1216,44828777734
2023-06-10,757,55968190620,1262,49378230632
2023-06-11,879,55272161052,1679,67644600893
2023-06-12,1293,72562515356,1650,64591088264
2023-06-13,1872,104028173373,1347,53087971822
2023-06-14,1555,85762029581,1729,51108782222
2023-06-15,1596,89908332968,1067,37846190414
2023-06-16,1461,82119780450,1435,64831094120
2023-06-17,1541,81478444158,1937,98882275531
2023-06-18,1669,99659197432,1349,53947251290
2023-06-19,1466,81473050501,1303,47440398846
2023-06-20,1548,87984455893,1264,54947080424
2023-06-21,1198,73263817789,1067,51764896057
2023-06-22,1543,93897822661,1282,47165494117
2023-06-23,1114,65559901176,1053,42748676070
2023-06-24,1602,98061576304,1579,52008475048
2023-06-25,2165,124159214825,1496,72305142967
2023-06-26,1327,75074657748,1387,49273975107
2023-06-27,1236,75809906122,1510,52554152451
2023-06-28,1034,63537456353,798,32573854596
2023-06-29,727,46345620122,650,28804383579
2023-06-30,731,51409976954,631,23254797585
2023-07-01,1496,84273194718,1307,46666044470
2023-07-02,1628,89838752845,1540,57629298185
2023-07-03,938,60562924302,1207,53258940090
2023-07-04,805,48428010185,938,46717567821
2023-07-05,283,26578763226,258,17603589189
2023-07-06,482,38279097504,601,26963703320
2023-07-07,582,49122110167,1072,42676388657
2023-07-08,1415,84158869577,1303,45214646434
2023-07-09,1084,67590335368,1800,62142057844
2023-07-10,795,49169587896,845,34296114397
2023-07-11,761,58987454927,1557,75964982732
2023-07-12,864,52521079104,1194,40954955817
2023-07-13,817,62108262571,748,37416335563
2023-07-14,924,72344642929,1162,40798640483
2023-07-15,1522,92377279872,2157,81685429091
2023-07-16,1137,77665013125,2137,65533193009
2023-07-17,895,71485067948,923,37616447042
2023-07-18,917,60231186910,656,26684198873
2023-07-19,1041,73487204802,1117,40244806913
2023-07-20,885,59688356254,962,37446611708
2023-07-21,702,45697659755,1111,41739818838
2023-07-22,1205,80734757119,1714,64740078042
2023-07-23,1092,73968668121,1305,44974747523
2023-07-24,850,54525965599,1077,44522464888
2023-07-25,927,55261166454,1641,68985914199
2023-07-26,918,67144758030,1650,56210342737
2023-07-27,789,58719460689,1306,41937250856
2023-07-28,803,56532765605,1090,36979946997
2023-07-29,1470,92336312991,1339,43414638978
2023-07-30,1718,107345817878,2385,97248494482
2023-07-31,1284,78193083456,1595,61341041166
2023-08-01,1135,71224434529,1649,64348770992
2023-08-02,1214,73531064630,1454,60923787155
2023-08-03,1168,73536499360,1179,43064716301
2023-08-04,1191,68395390355,1062,40486385571
2023-08-05,1387,91172042888,1392,53901507607
2023-08-06,1545,87412469806,1476,49492443413
2023-08-07,1052,65454563861,726,32528192832
2023-08-08,927,60325452317,684,28046351352
2023-08-09,1034,67317590396,794,32156087386
2023-08-10,960,58662109317,982,36357954904
2023-08-11,1277,70675970088,857,41164185045
2023-08-12,1653,82124641153,1298,48859424172
2023-08-13,1916,90579965155,1689,63443136309
2023-08-14,886,60176622049,850,33480095255
2023-08-15,915,62927226840,768,38282684903
2023-08-16,943,56978306028,439,21615124901
2023-08-17,1495,80215288397,487,19399332870
2023-08-18,1424,78555371926,888,30618518391
2023-08-19,2081,110895222563,1232,41864964004
2023-08-20,1829,91733800632,1777,47978844336
2023-08-21,2241,108203679597,805,26525721282
2023-08-22,1714,129964634490,726,33186300561
2023-08-23,1754,98492511833,581,27757262293
2023-08-24,1410,92160871551,806,29265073712
2023-08-25,1043,86907502044,724,35257523429
2023-08-26,2308,115779610145,1126,39581401550
2023-08-27,2289,89994601720,1175,43944050911
2023-08-28,903,59694589437,414,18451990112
2023-08-29,855,48605232869,445,16722914935
2023-08-30,789,50360386855,658,31190191220
2023-08-31,933,55775941033,882,32158297052
2023-09-01,1039,59524441350,1939,59140592356
2023-09-02,1135,70264065197,1263,45732491242
2023-09-03,1209,68167470077,1310,31843216443
2023-09-04,920,51719916386,907,36473199987
2023-09-05,984,61601616137,734,26293543234
2023-09-06,916,54762121557,1103,50526658741
2023-09-07,945,79363240721,585,23118954344
2023-09-08,1078,57925824301,715,29035880501
2023-09-09,999,61014443346,1173,43410447671
2023-09-10,1030,68815009481,2044,66403847293
2023-09-11,722,50101533271,1995,53307089970
2023-09-12,1038,62506844510,2058,24651624050
2023-09-13,746,49661869313,1209,24051732482
2023-09-14,958,55243250207,822,31941761186
2023-09-15,811,45179427163,799,30898345292
2023-09-16,1201,63187564059,965,31507608888
2023-09-17,1280,61780461579,1421,47934732797
2023-09-18,897,50184819743,741,27705643987
2023-09-19,993,60179714064,1331,37626054152
2023-09-20,934,51465920256,845,31021588618
2023-09-21,1023,54878466684,581,25694499781
2023-09-22,1303,65289507018,1211,33771560198
2023-09-23,1148,59882525960,1420,70464710056
2023-09-24,1133,59191517545,1885,86338479593
2023-09-25,846,46157122336,776,27901731870
2023-09-26,817,43571739152,585,23482047813
2023-09-27,1620,85792527690,915,33666226041
2023-09-28,2133,102436826691,1075,34372012512
2023-09-29,2125,101754310211,1010,41176951716
2023-09-30,2305,106325429814,1164,36501685282
2023-10-01,2323,108951005442,784,29957892492
2023-10-02,1376,67432078184,1464,42155318140
2023-10-03,2031,94284331829,1526,50401033237
2023-10-04,2048,96093229147,1098,31691982665
2023-10-05,2156,91512552068,1639,46689019228
2023-10-06,2198,103873369087,837,31317576246
2023-10-07,3471,166364245915,1182,44762894523
2023-10-08,3168,158206148082,1199,45879692644
2023-10-09,2580,116663020020,972,37632693841
2023-10-10,2302,111342013661,948,32148938170
2023-10-11,1787,88242683903,880,31145332515
2023-10-12,1873,83573349047,945,31739138332
2023-10-13,2149,94213987436,951,34704624891
2023-10-14,2352,107875378007,1290,40149012169
2023-10-15,2599,113652757454,859,33497055304
2023-10-16,1887,92189522205,821,27813418879
2023-10-17,1930,92270722169,1354,51579368756
2023-10-18,1831,83660166146,831,30219998358
2023-10-19,2372,103242726179,1174,40203337807
2023-10-20,1322,63503018936,763,27109877947
2023-10-21,2711,120188155184,821,28287963048
2023-10-22,2044,94557727383,749,30553757831
2023-10-23,959,54964689766,453,19298914224
2023-10-24,498,30666471037,885,21552258788
2023-10-25,864,47399279968,602,19337656702
2023-10-26,625,45869933988,449,18344171466
2023-10-27,822,51804523619,742,25257689809
2023-10-28,1767,86580699920,963,34011773214
2023-10-29,1411,70192501461,616,28070415281
2023-10-30,906,52905288253,456,18014696221
2023-10-31,507,33905830112,1121,47357631366
2023-11-01,1011,61059914451,683,25510824564
2023-11-02,612,41722138152,359,13083398864
2023-11-03,1232,68008141332,794,24061234843
2023-11-04,1326,68474854543,1053,33708113879
2023-11-05,859,50087360925,862,19699120164
2023-11-06,438,27791183916,306,14289388130
2023-11-07,539,40796078435,692,24648853962
2023-11-08,619,39265855875,976,27958217415
2023-11-09,303,25423761421,314,13236947304
2023-11-10,373,37416478057,482,22373964491
2023-11-11,748,45443200607,811,27809116651
2023-11-12,935,60167209245,1039,33001326411
2023-11-13,313,17850727598,573,20898132540
2023-11-14,564,40693838298,489,13427172455
2023-11-15,521,38697199972,663,24425269049
2023-11-16,517,35628868222,527,22005205625
2023-11-17,771,49620980520,932,31657881250
2023-11-18,1174,69582396334,1186,46250092160
2023-11-19,2076,118652674122,1229,32102162874
2023-11-20,505,34643587140,408,18769036958
2023-11-21,384,34458877193,344,19844847955
2023-11-22,387,30839308416,622,22324506275
2023-11-23,571,42002090832,672,27016082418
2023-11-24,515,38055189684,690,31319384633
2023-11-25,892,57652616403,861,34081196525
2023-11-26,825,55852876663,691,30600332239
2023-11-27,548,39838934312,471,15570223777
2023-11-28,457,36958540842,470,17539456002
2023-11-29,455,34584254953,808,21834962844
2023-11-30,407,36240976396,1310,37649623590
2023-12-01,407,27592515335,636,24285307441
2023-12-02,411,31479312938,519,19381869822
2023-12-03,486,33881495777,667,23479335944
2023-12-04,292,22037283792,1026,29029441374
2023-12-05,240,18693581435,419,17554607550
2023-12-06,263,25431115214,392,15036597079
2023-12-07,440,33697488025,921,21114424311
2023-12-08,450,45311624920,521,18617034111
2023-12-09,667,49854081649,661,27196300790
2023-12-10,1209,83254252897,998,36322543077
2023-12-11,635,44033215511,513,21461299407
2023-12-12,626,39634727113,722,33947727860
2023-12-13,398,30221965566,246,13489759765
2023-12-14,362,27057171300,766,22971079041
2023-12-15,376,34423551331,304,13771655644
2023-12-16,293,23484439071,315,13632199191
2023-12-17,515,39241236077,714,26920859199
2023-12-18,251,27483641597,263,11369341917
2023-12-19,312,26354393215,313,11858379194
2023-12-20,335,26330558868,838,58253027028
2023-12-21,405,34119576442,501,18736534655
2023-12-22,561,44546130069,541,18770368006
2023-12-23,1482,80969142984,995,38924449508
2023-12-24,1183,76268595204,1236,40275849298
2023-12-25,2328,137907065885,2262,89783513796
2023-12-26,2026,109655374482,1334,55987492927
2023-12-27,890,53116087381,864,37782713321
2023-12-28,492,39406585613,610,28755900442
2023-12-29,726,55502270053,772,28527790804
2023-12-30,1939,103738470403,2235,89338858927
2023-12-31,2459,138020800554,1575,54514243324
2024-01-01,3947,205020493901,1532,66951402940
2024-01-02,1240,69891579761,713,37911771683
2024-01-03,1075,77323122601,658,25621515368
2024-01-04,1045,81144017210,638,32699701271
2024-01-05,1253,88217235988,809,38741213626
2024-01-06,1664,105150731404,598,26878127804
2024-01-07,510,44204331099,250,16810952965
2024-01-08,850,53517484728,424,25078847050
2024-01-09,1152,70250507420,1424,41469400218
2024-01-10,426,31721825291,440,20684591558
2024-01-11,654,64916250065,591,34673703873
2024-01-12,812,66601668818,538,23304291622
2024-01-13,1293,83635264662,848,40598375502
2024-01-14,468,37325188383,1078,24650793057
2024-01-15,842,70784697828,700,47257478187
2024-01-16,439,33036152950,334,19429901355
2024-01-17,429,37510610328,251,11555051334
2024-01-18,528,40616906338,518,28914446230
2024-01-19,638,42450161011,384,18964859460
2024-01-20,1834,101065382261,1339,52464700583
2024-01-21,3405,177475365176,1232,52008738241
2024-01-22,1352,84224049597,1074,39620475593
2024-01-23,1784,105562054875,791,29472444205
2024-01-24,2144,113026967512,737,33419201174
2024-01-25,998,63555561798,870,24099306101
2024-01-26,790,55191729649,652,23851884519
2024-01-27,2258,123816930705,1522,50277983159
2024-01-28,2140,125068430972,1160,43641692556
2024-01-29,1902,100388540342,945,36180315242
2024-01-30,949,60271642025,506,21623757328
2024-01-31,974,59384182313,258,11486032193
2024-02-01,1053,60111276923,521,16331061097
2024-02-02,1598,92126233579,687,25892938899
2024-02-03,3107,151943018940,524,23706161079
2024-02-04,3730,178825430568,973,32595348932
2024-02-05,3137,166005510728,781,41868074641
2024-02-06,1017,101074552278,423,23795753076
2024-02-07,786,65667872555,378,27325169635
2024-02-08,491,45321715728,603,17957688994
2024-02-09,306,45148891447,824,16650574151
2024-02-10,955,64332793681,430,18571723333
2024-02-11,1980,112514536485,596,24489201637
2024-02-12,1624,88948831093,566,25986209133
2024-02-13,1054,71146167966,1151,44387130565
2024-02-14,1737,106843211133,495,27346000122
2024-02-15,1013,74478383467,530,27666225252
2024-02-16,1224,77538300559,659,29566157915
2024-02-17,3047,161443689107,944,38260247589
2024-02-18,2242,117359539006,768,29232183994
2024-02-19,626,46172668255,700,32806054268
2024-02-20,728,47695246567,647,33016709359
2024-02-21,607,46867545317,376,24227563563
2024-02-22,429,32147572302,525,19720154300
2024-02-23,618,43296478661,396,20683382512
2024-02-24,1751,101919195378,556,26970939734
2024-02-25,1819,102294026621,645,26737782579
2024-02-26,821,56117264670,505,22714867510
2024-02-27,416,38908035558,808,54776926803
2024-02-28,447,34735157985,258,14309714015
2024-02-29,279,31796447075,263,14930158626
2024-03-01,387,39170003640,338,18808563618
2024-03-02,486,45964103994,301,16636852039
2024-03-03,623,53353428624,319,17924496563
2024-03-04,255,26422283592,294,15280973430
2024-03-05,162,21224835324,229,10819736103
2024-03-06,224,24931862823,292,15640254172
2024-03-07,272,20729813544,271,15508372973
2024-03-08,264,32877673405,308,16175678774
2024-03-09,379,37942731396,354,21206716001
2024-03-10,306,28174816958,450,31393744255
2024-03-11,273,26542787691,536,16100981514
2024-03-12,254,31312623809,791,55512898182
2024-03-13,215,30907232834,535,24400047800
2024-03-14,300,29697342498,776,20523701445
2024-03-15,402,31914098219,371,18348031873
2024-03-16,773,57558468672,971,51524548691
2024-03-17,1525,98913703465,1275,61934232202
2024-03-18,930,55338219176,1204,48649468650
2024-03-19,547,45023638096,323,14631152031
2024-03-20,428,37467487115,399,25619963679
2024-03-21,644,56547898038,1267,45522513613
2024-03-22,1053,72998837946,1092,61617190120
2024-03-23,1974,123551459139,1897,81395058428
2024-03-24,2239,138793329682,1475,69090593801
2024-03-25,1289,88634858957,996,41975553871
2024-03-26,568,44063311230,491,28381255393
2024-03-27,419,35045965757,261,13355971920
2024-03-28,548,45640904324,415,21116631428
2024-03-29,717,51282487260,465,22448602899
2024-03-30,1246,71127025457,473,37331112774
2024-03-31,1347,88319060315,1000,42480864318
2024-04-01,1108,70490140834,545,32335210929
2024-04-02,610,39604686916,297,15618298181
2024-04-03,722,51724736142,353,22427594420
2024-04-04,880,60894072540,754,40662817419
2024-04-05,1334,76147702966,1244,53034957678
2024-04-06,2974,155971478707,1926,87893007451
2024-04-07,1908,116483592534,1401,73002341575
2024-04-08,1413,82590643278,976,52789836085
2024-04-09,396,32503594637,445,14894572054
2024-04-10,892,71226725715,900,46671358943
2024-04-11,901,67009082868,1151,36057166303
2024-04-12,821,62720653579,680,28903886092
2024-04-13,1263,84174342642,766,43420503195
2024-04-14,1350,90638759646,1071,52898898907
2024-04-15,1759,101911213171,1278,52806520962
2024-04-16,2266,120568258663,2069,82019801184
2024-04-17,1318,83688726204,866,40907412501
2024-04-18,1669,104335970063,711,35997114479
2024-04-19,1618,93737578244,954,42353589879
2024-04-20,3703,199465962851,1767,85572897665
2024-04-21,3949,203965612975,2218,115911779635
2024-04-22,2466,133505891003,1847,88318837515
2024-04-23,1363,76108894272,675,33653638179
2024-04-24,874,59181682600,786,43345680200
2024-04-25,1358,77718508290,815,37920529449
2024-04-26,1741,100598454522,1129,53891655044
2024-04-27,2594,125570119525,1397,68275849329
2024-04-28,2528,124543173996,1655,81137937914
2024-04-29,1287,65009827713,973,49409283601
2024-04-30,639,41239151568,1495,55941091602
2024-05-01,843,44894875385,649,35708586014
2024-05-02,1006,56638081764,791,39632645822
2024-05-03,948,55226042316,992,48704556565
2024-05-04,1206,67647338017,1720,69835917825
2024-05-05,1612,90024560300,1493,67299472992
2024-05-06,1139,65578882478,701,37151538409
2024-05-07,1300,69357543947,1116,45166028818
2024-05-08,1646,87032483661,792,38994827325
2024-05-09,1686,84938899612,1955,68368079100
2024-05-10,1372,63120360910,2386,94042212257
2024-05-11,1040,56732266173,736,29928947734
2024-05-12,1980,94201066683,1673,63252457323
2024-05-13,890,42423254215,715,28255898146
2024-05-14,789,41529208798,624,35473917326
2024-05-15,975,53356821930,694,30202296454
2024-05-16,888,43561924200,722,36743052983
2024-05-17,792,47412616680,811,32591451869
2024-05-18,1072,54301239144,1337,55145278504
2024-05-19,1186,60425814924,1289,64230520479
2024-05-20,682,39788587476,651,72176823862
2024-05-21,420,38020868465,1113,38261997267
2024-05-22,449,33933356816,946,34139317443
2024-05-23,519,34000988436,643,22620994871
2024-05-24,565,36607979187,540,28623483212
2024-05-25,950,50580098831,931,39371330044
2024-05-26,1096,55842409296,1137,42816962224
2024-05-27,247,20442818133,494,18654588278
2024-05-28,334,28575045847,377,15348059004
2024-05-29,423,34890391223,456,29201590703
2024-05-30,422,29234633191,451,14706368837
2024-05-31,472,28911028680,561,17767101879
2024-06-01,830,44858628720,521,27709827592
2024-06-02,662,33581684471,461,21533374959
2024-06-03,330,23922616302,411,14615652963
2024-06-04,614,37752693965,766,37670042601
2024-06-05,420,38082862188,408,25453833534
2024-06-06,297,21093375078,619,18331647035
2024-06-07,347,24618933432,368,17485342056
2024-06-08,806,44356747214,731,48885305974
2024-06-09,1132,56949935274,1095,37418271896
2024-06-10,842,35687819707,1000,42204622635
2024-06-11,315,27903052631,283,14604407776
2024-06-12,380,27704277917,274,13033131810
2024-06-13,385,36365605776,220,13667956956
2024-06-14,395,26810488134,493,19807167060
2024-06-15,1019,52306371287,812,35131287696
2024-06-16,1102,56388220524,1378,52927364093
2024-06-17,597,37519506749,438,24328293468
2024-06-18,405,26119817568,300,14419016423
